Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
Coastal Carolina University,218724,2011,Football Championship Subdivision,,38552.58242,689666.315,1002180.748,490334.7249,1249113.105,402163.2534,13690650.58,4280884.182
Coastal Carolina University,218724,2012,Football Championship Subdivision,,90070.02511,774568.1728,1129316.827,845442.1521,1218740.934,442885.435,16257790.59,4370654.112
Coastal Carolina University,218724,2013,Football Championship Subdivision,,76674.43467,979184.1358,864979.6124,605207.5387,1371435.279,510795.1627,16056144.34,4326295.678
Coastal Carolina University,218724,2014,Football Championship Subdivision,,99460.3564,797732.6898,1241524.391,585980.5339,1370600.816,514521.5197,16607558.56,4336961.095
Coastal Carolina University,218724,2015,Football Championship Subdivision,,279221.9318,877526.4082,1266889.162,406206.1118,1251074.422,682199.1418,18838856.71,4649159.984
Coastal Carolina University,218724,2016,Football Championship Subdivision,,257422.0752,711379.4815,1310123.393,317644.557,1334166.233,678366.9463,19122129.86,4935834.479
Coastal Carolina University,218724,2017,Football Bowl Subdivision,Sun Belt Conference,217176.0074,1236808.424,1098840.678,161546.0828,2206037.407,836862.5575,24845500.34,4983818.077
Coastal Carolina University,218724,2018,Football Bowl Subdivision,Sun Belt Conference,253468.2856,1075421.319,2647263.165,1651667.098,2462036.301,1075203.845,23342406.59,5002018.921
Coastal Carolina University,218724,2019,Football Bowl Subdivision,Sun Belt Conference,220420.945,1073110.414,4119385.88,1536910.056,2743849.244,789407.3431,23045764.75,4824333.032
Coastal Carolina University,218724,2020,Football Bowl Subdivision,Sun Belt Conference,174179,951944,999104,764500,1832185,774834,31366574,5308950
Coastal Carolina University,218724,2021,Football Bowl Subdivision,Sun Belt Conference,16060,843077,879308,226000,3131961,222568,26215692,5210502
Colorado State University,126818,2005,Football Bowl Subdivision,Mountain West Conference,2713825.753,1931468.366,3280788.197,1336902.196,4304693.102,3281648.287,5109158.386,3278568.395
Colorado State University,126818,2006,Football Bowl Subdivision,Mountain West Conference,2964789.061,2371737.785,3514980.668,901402.351,2929705.603,3528413.472,5401863.962,3230342.092
Colorado State University,126818,2007,Football Bowl Subdivision,Mountain West Conference,3037151.213,2780443.836,3599868.585,361355.2938,3203821.216,4376742.398,5726807.487,4050969.168
Colorado State University,126818,2008,Football Bowl Subdivision,Mountain West Conference,3037188.905,3362836.408,2741392.694,15542.91467,3120035.165,4389801.137,7133551.112,4760130.012
Colorado State University,126818,2009,Football Bowl Subdivision,Mountain West Conference,2576569.111,3073199.387,2955964.275,225591.3347,4227819.267,4087705.333,9640469.558,4818846.849
Colorado State University,126818,2010,Football Bowl Subdivision,Mountain West Conference,3095723.643,2501335.854,2864114.559,669591.2778,3609737.785,2935326.486,10172184.28,5667142.678
Colorado State University,126818,2011,Football Bowl Subdivision,Mountain West Conference,2919119.803,3367389.216,3417909.011,254278.8287,4210811.38,3370060.87,10574485.39,5681768.381
Colorado State University,126818,2012,Football Bowl Subdivision,Mountain West Conference,3388926.685,3023710.33,3817070.991,134436.5747,4031592.355,3505809.626,11175220.07,5645969.781
Colorado State University,126818,2013,Football Bowl Subdivision,Mountain West Conference,3375881.536,2860182.498,5482882.558,100543.8867,3514594.326,3305955.207,14369247.89,5643921.646
Colorado State University,126818,2014,Football Bowl Subdivision,Mountain West Conference,2320918.027,2547724.197,6666326.643,1733453.956,3532035.932,3654526.635,16141602.36,5755445.048
Colorado State University,126818,2015,Football Bowl Subdivision,Mountain West Conference,2856992.814,3068240.739,4107376.03,1095719.148,4331280.77,4237707.043,16236238.46,6053309.685
Colorado State University,126818,2016,Football Bowl Subdivision,Mountain West Conference,2403556.059,3623592.132,3567085.636,17559.8133,4797983.905,4481136.247,17794130.7,6197998.36
Colorado State University,126818,2017,Football Bowl Subdivision,Mountain West Conference,2044701.44,6277400.975,3949726.758,288542.421,5574605.828,4467831.442,18395021.21,6169737.374
Colorado State University,126818,2018,Football Bowl Subdivision,Mountain West Conference,3188620.375,7042365.287,7549471.921,1531615.378,4900502.978,5968758.999,20174736.88,6051904.075
Colorado State University,126818,2019,Football Bowl Subdivision,Mountain West Conference,3110361.387,7693940.708,9599203.334,2014670.822,4470780.812,5856094.588,17997424.06,6030714.423
Colorado State University,126818,2020,Football Bowl Subdivision,Mountain West Conference,2316950,7349561,8154104,416798,3903860,4638787,24117837,5957817
Colorado State University,126818,2021,Football Bowl Subdivision,Mountain West Conference,307014,5633418,3403022,5000,5236763,346,29580081,5609526
East Carolina University,198464,2005,Football Bowl Subdivision,Conference USA,1760644.382,1018010.173,5094693.233,2412731.899,2268473.967,3953968.465,2660301.373,8831444.528
East Carolina University,198464,2006,Football Bowl Subdivision,Conference USA,2163992.156,1360564.665,5293885.431,464107.6603,3479108.934,3948238.971,2750120.974,9642200.611
East Carolina University,198464,2007,Football Bowl Subdivision,Conference USA,1958015.843,1050356.163,5233165.953,444370.1237,3505770.715,5956977.48,2497869.373,10754766.81
East Carolina University,198464,2008,Football Bowl Subdivision,Conference USA,2176752.142,1108635.353,5206115.496,849871.6682,4279006.481,7069145.986,2696757.001,11796393.06
East Carolina University,198464,2009,Football Bowl Subdivision,Conference USA,2247789.646,1334192.995,5768631.004,3051674.113,4398952.612,6720909.933,2650630.626,12412575.69
East Carolina University,198464,2010,Football Bowl Subdivision,Conference USA,2233420.533,1201240.455,5270552.61,577246.5068,5290439.203,7285344.051,4062187.164,12393404.62
East Carolina University,198464,2011,Football Bowl Subdivision,Conference USA,2194170.862,1453197.753,5638277.497,593125.5032,4529557.371,9216934.45,2678216.501,12872567.7
East Carolina University,198464,2012,Football Bowl Subdivision,Conference USA,2152468.665,1661599.315,5759748.258,2031833.088,3332363.223,8945888.316,2815197.241,13403235.19
East Carolina University,198464,2013,Football Bowl Subdivision,Conference USA,2047840.11,1859360.873,6382564.809,816016.4061,4421186.887,7621139.952,2889370.222,13741495.19
East Carolina University,198464,2014,Football Bowl Subdivision,Conference USA,1597364.35,2397313.052,6951086.945,581607.5448,3937170.41,7404370.219,2853645.393,14288960.4
East Carolina University,198464,2015,Football Bowl Subdivision,American Athletic Conference,910337.3792,2381409.537,15734976.84,1699623.153,5012343.19,7964399.154,4953305.718,14760041.77
East Carolina University,198464,2016,Football Bowl Subdivision,American Athletic Conference,1165248.463,2524942.42,9810213.924,1716729.475,5053660.136,7460052.249,5011364.105,15366203.99
East Carolina University,198464,2017,Football Bowl Subdivision,American Athletic Conference,1493032.126,2539334.428,11623878.39,1271779.456,5568088.024,7672682.939,4835897.826,16006186.49
East Carolina University,198464,2018,Football Bowl Subdivision,American Athletic Conference,1199174.215,2341470.272,10640275.47,275212.5731,5198462.692,7064645.529,5300141.482,16279579.19
East Carolina University,198464,2019,Football Bowl Subdivision,American Athletic Conference,1049249.658,2422532.835,8038623.854,320910.4625,4453894.038,6267226.446,22691916.93,15465776.61
East Carolina University,198464,2020,Football Bowl Subdivision,American Athletic Conference,991628,2319633,11648046,1455000,4475032,4768970,14877933,15582238
East Carolina University,198464,2021,Football Bowl Subdivision,American Athletic Conference,,,,,,,,
Eastern Michigan University,169798,2005,Football Bowl Subdivision,Mid-American Conference,687053.0332,260971.7733,629505.1803,539059.2089,1375480.355,252376.1724,13421183.98,9287917.851
Eastern Michigan University,169798,2006,Football Bowl Subdivision,Mid-American Conference,767824.0782,64768.37442,637794.3353,846695.4199,1116393.966,277482.4596,11896775.28,9700002.877
Eastern Michigan University,169798,2007,Football Bowl Subdivision,Mid-American Conference,830431.6474,172266.3945,632490.9701,981858.2564,1397939.728,457290.5595,17911088.02,9618212.381
Eastern Michigan University,169798,2008,Football Bowl Subdivision,Mid-American Conference,673413.3066,21409.07272,637576.8509,1076702.056,1600625.701,288284.4036,15779165.77,9941023.432
Eastern Michigan University,169798,2009,Football Bowl Subdivision,Mid-American Conference,634468.9938,4824.276724,402873.5517,1154496.83,1420782.67,352991.3266,24115942.89,1897431.827
Eastern Michigan University,169798,2010,Football Bowl Subdivision,Mid-American Conference,568729.2764,2193.400469,427791.4272,2157356.538,1713486.108,158646.472,24285832.06,1866815.246
Eastern Michigan University,169798,2011,Football Bowl Subdivision,Mid-American Conference,424238.3376,21887.53918,668039.9581,2144352.923,1997455.698,443035.411,24382725.55,1809686.316
Eastern Michigan University,169798,2012,Football Bowl Subdivision,Mid-American Conference,419329.1621,20645.69735,635580.8648,1494572.636,2603985.501,196112.1434,25618116.9,1772997.028
Eastern Michigan University,169798,2013,Football Bowl Subdivision,Mid-American Conference,834906.4359,4852.770132,464486.0928,1851840.635,2472034.212,407772.6748,23099406.91,1747400.534
Eastern Michigan University,169798,2014,Football Bowl Subdivision,Mid-American Conference,446036.138,3676.590551,572654.943,1818890.137,2459982.358,162607.4117,25703188.85,1719506.308
Eastern Michigan University,169798,2015,Football Bowl Subdivision,Mid-American Conference,811168.4904,4289.187116,471179.4346,2260526.093,3176572.197,533644.5438,29821193.65,0
Eastern Michigan University,169798,2016,Football Bowl Subdivision,Mid-American Conference,681308.6787,32779.61218,655182.4716,1534841.341,3213726.205,249880.1116,26212079.18,0
Eastern Michigan University,169798,2017,Football Bowl Subdivision,Mid-American Conference,605922.4015,64063.05246,1133282.726,1854031.66,5238686.059,819742.8961,24400319.46,0
Eastern Michigan University,169798,2018,Football Bowl Subdivision,Mid-American Conference,975369.9736,131027.4466,1008262.112,2587507.344,3578524.093,760834.6509,22580853.56,0
Eastern Michigan University,169798,2019,Football Bowl Subdivision,Mid-American Conference,418418.651,60499.21471,2532090.857,1342357.329,4947648.698,842478.0374,21115483.25,
Eastern Michigan University,169798,2020,Football Bowl Subdivision,Mid-American Conference,883343,221964,871769,2427300,3209247,675734,21169203,
Eastern Michigan University,169798,2021,Football Bowl Subdivision,Mid-American Conference,417148,430494,908767,62000,2787765,0,19917940,0
Florida Atlantic University,133669,2005,Football Bowl Subdivision,Sun Belt Conference,232050.7436,618718.9337,1257820.282,577148.3495,871004.9888,420423.7483,6529931.965,8649309.497
Florida Atlantic University,133669,2006,Football Bowl Subdivision,Sun Belt Conference,66776.29802,700185.0406,958331.6069,1661929.091,966016.6648,589516.868,3815273.089,10034790.76
Florida Atlantic University,133669,2007,Football Bowl Subdivision,Sun Belt Conference,514060.091,271875.8772,822469.1839,2670901.607,844597.8174,440268.4377,3424379.833,10101824.83
Florida Atlantic University,133669,2008,Football Bowl Subdivision,Sun Belt Conference,738045.6262,485537.5742,1554929.772,1485016.708,1493706.556,846035.8259,3715619.7,9605496.021
Florida Atlantic University,133669,2009,Football Bowl Subdivision,Sun Belt Conference,693865.8652,325644.1075,642058.2723,2047211.203,1279340.523,766281.89,3747105.847,9899237.295
Florida Atlantic University,133669,2010,Football Bowl Subdivision,Sun Belt Conference,872734.8189,397518.2279,842628.9731,2271736.2,1140375.965,651917.0752,2614686.47,10536697.05
Florida Atlantic University,133669,2011,Football Bowl Subdivision,Sun Belt Conference,997419.6362,381982.0287,1551184.848,1857616.149,1051375.072,1567066.344,2963638.158,11995234.41
Florida Atlantic University,133669,2012,Football Bowl Subdivision,Sun Belt Conference,1630286.392,981375.723,2821628.238,2287202.835,1079895.661,1672105.343,3172485.603,12537214.98
Florida Atlantic University,133669,2013,Football Bowl Subdivision,Sun Belt Conference,989444.0562,828118.3349,2669650.166,2184746.443,1086208.382,1071855.603,5897569.986,12534144.2
Florida Atlantic University,133669,2014,Football Bowl Subdivision,Conference USA,1093790.609,629118.9777,2735323.242,2168455.95,1067247.658,1045964.321,4624166.991,13259583.92
Florida Atlantic University,133669,2015,Football Bowl Subdivision,Conference USA,1878279.59,863367.0677,2058416.713,2477971.937,4537677.153,1174834.34,7663890.711,13108314.91
Florida Atlantic University,133669,2016,Football Bowl Subdivision,Conference USA,3451639.893,475324.8653,2040259.654,2081210.985,5431109.854,1741571.371,6241161.381,13197120.61
Florida Atlantic University,133669,2017,Football Bowl Subdivision,Conference USA,2456712.582,742448.9027,2962895.587,1520961.649,2494927.205,967781.4035,11922662.62,13368444.11
Florida Atlantic University,133669,2018,Football Bowl Subdivision,Conference USA,1430525.106,876079.2717,8781559.918,1616623.927,3110651.381,1883582.802,5522059.577,13136598.42
Florida Atlantic University,133669,2019,Football Bowl Subdivision,Conference USA,2702643.126,654379.9635,5947300.986,1598984.465,2851049.536,2033552.91,7797328.543,13159518.65
Florida Atlantic University,133669,2020,Football Bowl Subdivision,Conference USA,4967811,800489,6073308,1890000,2716872,1740684,7702722,14221983
Florida Atlantic University,133669,2021,Football Bowl Subdivision,Conference USA,2421402,463799,4266885,33500,3199649,443869,7791352,14990312
