Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees
Louisiana Tech University,159647,2020,Football Bowl Subdivision,Conference USA,266049,310451,5890290,1506200,2678721,1410198,11255398,
Louisiana Tech University,159647,2021,Football Bowl Subdivision,Conference USA,235367,623045,3813361,978500,3134342,772932,13170342,0
Marshall University,237525,2005,Football Bowl Subdivision,Mid-American Conference,1612581.644,273935.4132,4315440.916,1281477.401,2306728.765,2599769.047,4382812.881,4859991.98
Marshall University,237525,2006,Football Bowl Subdivision,Conference USA,1976004.802,300024.0981,4819237.455,658052.0249,3298537.032,3699248.741,6430435.663,4684487.038
Marshall University,237525,2007,Football Bowl Subdivision,Conference USA,1724857.586,305539.4105,4576792.585,1215308.6,3840363.943,3276925.094,6015030.193,5259202.797
Marshall University,237525,2008,Football Bowl Subdivision,Conference USA,1960587.824,293771.9059,4164565.911,903773.0057,4094752.62,5289455.811,6193582.229,4871470.413
Marshall University,237525,2009,Football Bowl Subdivision,Conference USA,2006638.541,296453.5539,3355972.696,1068731.107,4412250.437,3602840.792,7024058.845,4825707.48
Marshall University,237525,2010,Football Bowl Subdivision,Conference USA,2602678.552,222097.2273,4254265.19,783703.8867,4820950.616,3309673.954,6459284.272,4926556.677
Marshall University,237525,2011,Football Bowl Subdivision,Conference USA,1852825.122,202593.4927,4436355.551,1417118.924,4765937.732,4540898.667,9428528.953,4933382.066
Marshall University,237525,2012,Football Bowl Subdivision,Conference USA,1943781.979,187709.5756,4509609.857,879808.8119,5019454.31,4059113.188,11540096,4780292.253
Marshall University,237525,2013,Football Bowl Subdivision,Conference USA,1783271.926,183753.1185,3869629.788,999850.6262,4075174.822,3669573.006,11656159.43,4411556.893
Marshall University,237525,2014,Football Bowl Subdivision,Conference USA,1856027.746,172094.6114,4127198.649,614882.7118,5610338.339,3636291.271,10997347.03,4369768.352
Marshall University,237525,2015,Football Bowl Subdivision,Conference USA,1913215.499,163685.7757,4007174.155,611369.681,5716809.415,3804389.949,8863731.842,4477820.717
Marshall University,237525,2016,Football Bowl Subdivision,Conference USA,2033149.03,301411.1113,4355397.675,450727.7551,6772706.98,3773412.364,9361716.192,5478961.531
Marshall University,237525,2017,Football Bowl Subdivision,Conference USA,2078631.397,320376.502,3856267.598,700726.7233,4715561.832,4104833.171,8529225.61,6617751.119
Marshall University,237525,2018,Football Bowl Subdivision,Conference USA,2029363.424,289405.0573,3903992.696,803416.2262,6155017.574,3203738.411,8080112.105,7086334.16
Marshall University,237525,2019,Football Bowl Subdivision,Conference USA,2007915.505,281644.9921,3913095.119,1718062.494,5862091.666,3611451.432,9397754.575,6519810.313
Marshall University,237525,2020,Football Bowl Subdivision,Conference USA,1783675,276470,3363640,593000,5235918,3226140,11338385,6581855
Marshall University,237525,2021,Football Bowl Subdivision,Conference USA,1152098,260151,4375395,22400,4369864,1728498,11717157,6775000
Miami University,204024,2005,Football Bowl Subdivision,Mid-American Conference,2567829.088,966614.1519,1024845.836,723872.5799,1626521.996,1169322.435,5527604.854,13638353.44
Miami University,204024,2006,Football Bowl Subdivision,Mid-American Conference,2585744.696,909684.394,949556.5699,717973.9085,1531293.376,1207925.24,5236947.188,13682130.05
Miami University,204024,2007,Football Bowl Subdivision,Mid-American Conference,2524560.29,1076730.03,1353875.937,702825.0245,1286694.913,1228567.307,6432292.491,14181454.62
Miami University,204024,2008,Football Bowl Subdivision,Mid-American Conference,2590716.578,594107.1773,1161593.056,1116118.31,1181714.699,1340269.258,4321822.222,15710928.41
Miami University,204024,2009,Football Bowl Subdivision,Mid-American Conference,2728425.858,508707.2533,1255786.133,769664.5536,1091214.239,1421309.854,4801525.778,16755609.4
Miami University,204024,2010,Football Bowl Subdivision,Mid-American Conference,2476995.993,460623.5938,2093700.448,875081.3301,1186545.384,3441393.112,3957140.136,16363324.16
Miami University,204024,2011,Football Bowl Subdivision,Mid-American Conference,2564993.387,499939.7913,2505654.374,1286581.838,1743859.165,1241804.602,4623853.395,16306490.53
Miami University,204024,2012,Football Bowl Subdivision,Mid-American Conference,2414477.951,664347.3158,1740210.781,1161975.694,1690280.095,1501341.81,6126080.597,16401401.9
Miami University,204024,2013,Football Bowl Subdivision,Mid-American Conference,2347090.935,708868.8414,2114524.593,1655191.236,2160263.729,1314700.752,4863566.656,16727304.22
Miami University,204024,2014,Football Bowl Subdivision,Mid-American Conference,1926038.208,676097.9992,1766608.866,1945433.508,1412103.762,1323621.795,5881756.651,17202296
Miami University,204024,2015,Football Bowl Subdivision,Mid-American Conference,2373739.667,755448.3681,1812584.487,1379824.288,2443872.463,1347716.534,8462548.709,17589123.2
Miami University,204024,2016,Football Bowl Subdivision,Mid-American Conference,2473903.147,934740.8675,1834949.808,1483267.207,2567070.228,1371246.295,7582123.361,18051882.75
Miami University,204024,2017,Football Bowl Subdivision,Mid-American Conference,2429889.597,1064523.222,2739314.753,1234296.541,5127276.278,1207265.552,7732211.086,18341076.44
Miami University,204024,2018,Football Bowl Subdivision,Mid-American Conference,2011867.605,1062858.342,2635958.65,1681041.52,2952494.337,1288849.689,7959088.453,18308667.42
Miami University,204024,2019,Football Bowl Subdivision,Mid-American Conference,2381162.718,1350485.374,2915752.981,1895295.167,2709286.074,1392053.908,7926116.897,19563140.14
Miami University,204024,2020,Football Bowl Subdivision,Mid-American Conference,1388672,1071168,2858769,2478920,2554636,1341420,7677166,19444018
Miami University,204024,2021,Football Bowl Subdivision,Mid-American Conference,1489495,66074,2647467,44000,3326774,0,12717150,11064469
Michigan State University,171100,2005,Football Bowl Subdivision,Big Ten Conference,9467958.98,4674392.733,17588350.12,5493213.174,16429832.48,24557287.22,4180234.473,0
Michigan State University,171100,2006,Football Bowl Subdivision,Big Ten Conference,10418600.73,4542509.893,23078196.97,4998904.251,15419141.88,24963019.71,4390505.968,0
Michigan State University,171100,2007,Football Bowl Subdivision,Big Ten Conference,9973234.601,4210364.482,25473926.76,4776844.021,19148055.92,27763973.21,4709580.614,0
Michigan State University,171100,2008,Football Bowl Subdivision,Big Ten Conference,8430113.887,4540444.797,23442732.68,4828245.964,26054800.63,26290271.58,4251633.881,0
Michigan State University,171100,2009,Football Bowl Subdivision,Big Ten Conference,7659822.275,4825957.199,23376793.48,2037783.415,27209636.1,26182220.78,4426471.136,0
Michigan State University,171100,2010,Football Bowl Subdivision,Big Ten Conference,8606628.079,5332050.906,25272280.68,496992.7373,27581517.15,27896879,3974689.713,0
Michigan State University,171100,2011,Football Bowl Subdivision,Big Ten Conference,8289894.822,6768172.951,20739939.71,680338.5391,30396672.98,26161023.96,4199949.877,0
Michigan State University,171100,2012,Football Bowl Subdivision,Big Ten Conference,9040793.143,6998939.875,25135355.9,491100.4373,32452892.2,27040864.15,4742062.486,0
Michigan State University,171100,2013,Football Bowl Subdivision,Big Ten Conference,8941291.183,7862475.276,26789790.84,679818.8795,33088308.73,29481816.18,1969121.468,0
Michigan State University,171100,2014,Football Bowl Subdivision,Big Ten Conference,9797565.009,8197582.332,32496708.26,912057.9293,35515495.21,26321873.88,1197059.838,0
Michigan State University,171100,2015,Football Bowl Subdivision,Big Ten Conference,10106404.79,12311033.86,28818729.38,969746.1151,38088321.19,27620181.12,766860.3576,0
Michigan State University,171100,2016,Football Bowl Subdivision,Big Ten Conference,10720587.37,15448178.9,32826977.53,902282.6029,45065802.92,26618162.26,1091968.27,0
Michigan State University,171100,2017,Football Bowl Subdivision,Big Ten Conference,10708513.94,16739339.63,34171247.39,886429.7526,41304040.15,28299563.59,951387.1158,0
Michigan State University,171100,2018,Football Bowl Subdivision,Big Ten Conference,10627640.34,16782381.7,24050546.62,839277.7582,59352579.33,37621999.87,834325.3336,0
Michigan State University,171100,2019,Football Bowl Subdivision,Big Ten Conference,10268075.9,16693118.42,23870155.38,1142677.121,60502250.7,28365123.93,896615.7336,
Michigan State University,171100,2020,Football Bowl Subdivision,Big Ten Conference,9302328,16935119,20987488,984772,57936255,22879773,1610894,
Michigan State University,171100,2021,Football Bowl Subdivision,Big Ten Conference,4840738,11485450,22057649,0,45367722,246829,5530907,0
Middle Tennessee State University,220978,2005,Football Bowl Subdivision,Sun Belt Conference,347395.5972,988055.445,533210.8607,1180934.315,1106883.067,1131929.053,10611864.36,4477983.385
Middle Tennessee State University,220978,2006,Football Bowl Subdivision,Sun Belt Conference,339134.9577,1095883.36,469666.6815,1426023.745,1352713.992,1193630.981,11092351.53,5463721.874
Middle Tennessee State University,220978,2007,Football Bowl Subdivision,Sun Belt Conference,472360.4485,1001781.316,841339.9353,2533908.29,1646557.323,1408446.41,11209235.12,5378525.162
Middle Tennessee State University,220978,2008,Football Bowl Subdivision,Sun Belt Conference,359167.5474,698946.7212,934523.4543,1322289.724,1074922.975,1522670.711,11247632,6468280.706
Middle Tennessee State University,220978,2009,Football Bowl Subdivision,Sun Belt Conference,341166.4803,873558.411,115716.291,1685903.156,1184732.101,1728915.1,9603224.066,7919953.211
Middle Tennessee State University,220978,2010,Football Bowl Subdivision,Sun Belt Conference,308330.6243,1076564.391,221679.4367,1313334.138,1739073.407,1742208.023,10158451.79,8128002.697
Middle Tennessee State University,220978,2011,Football Bowl Subdivision,Sun Belt Conference,372506.9783,1139287.663,4537247.867,835830.6182,1747665.293,1464857.761,11513586.58,9598792.216
Middle Tennessee State University,220978,2012,Football Bowl Subdivision,Sun Belt Conference,370004.9397,1202543.39,1806001.962,2155313.86,1288133.699,1480817.856,12248433.36,9383572.591
Middle Tennessee State University,220978,2013,Football Bowl Subdivision,Sun Belt Conference,338022.992,1441227.179,2356096.557,1905334.427,1636296.762,1271306.899,13220570.09,8569302.133
Middle Tennessee State University,220978,2014,Football Bowl Subdivision,Conference USA,850574.7964,1592693.998,2919158.235,1128777.801,3732366.933,1513522.124,13375362.08,8133772.768
Middle Tennessee State University,220978,2015,Football Bowl Subdivision,Conference USA,273624.5863,1739874.685,4840703.637,1166750.62,3695516.884,1617711.472,13423624.76,7825583.675
Middle Tennessee State University,220978,2016,Football Bowl Subdivision,Conference USA,181937.7389,1682485.467,2710734.174,2756256.62,4916055.426,1747460.227,13540713.44,7416549.548
Middle Tennessee State University,220978,2017,Football Bowl Subdivision,Conference USA,455111.2143,2057416.067,2200209.078,1428574.183,4659512.732,1514199.942,16553012.59,7073680.622
Middle Tennessee State University,220978,2018,Football Bowl Subdivision,Conference USA,1143239.13,1914690.831,2209777.005,1191467.81,3606309.205,1741670.328,16353631.59,8277882.362
Middle Tennessee State University,220978,2019,Football Bowl Subdivision,Conference USA,313869.6667,1882325.12,1736436.389,3207095.139,3565536.94,1330145.522,15652594.08,8588246.292
Middle Tennessee State University,220978,2020,Football Bowl Subdivision,Conference USA,278060,1738477,1775589,3174500,2128000,1334117,15259585,9152558
Middle Tennessee State University,220978,2021,Football Bowl Subdivision,Conference USA,632580,1022771,1042722,412500,2672192,379579,15688492,9340068
Mississippi State University,176080,2005,Football Bowl Subdivision,Southeastern Conference,653117.2404,563993.873,9167717.264,720975.5735,9432956.357,8502879.473,661580.3158,4094208.225
Mississippi State University,176080,2006,Football Bowl Subdivision,Southeastern Conference,3095707.22,536616.2977,2708597.781,785306.1087,12429561.89,8569559.865,643123.5494,4404223.784
Mississippi State University,176080,2007,Football Bowl Subdivision,Southeastern Conference,3102635.892,393192.6656,3899572.517,299576.6125,12936411.92,8588342.629,618826.5888,4549612.362
Mississippi State University,176080,2008,Football Bowl Subdivision,Southeastern Conference,3581178.898,361724.3749,2321249.559,735673.9193,13410364.27,10518440.91,596373.101,5066466.074
Mississippi State University,176080,2009,Football Bowl Subdivision,Southeastern Conference,5610238.14,365114.1465,7700963.137,200257.5484,15249076.68,9168614.519,901520.8792,5165121.103
Mississippi State University,176080,2010,Football Bowl Subdivision,Southeastern Conference,4599883.622,79668.62538,0,504927.1973,21642664.61,12790583.39,888481.4877,4747620.063
Mississippi State University,176080,2011,Football Bowl Subdivision,Southeastern Conference,2321877.514,793582.3634,18791479.28,452418.4149,28039986.88,11918661.96,943078.7547,4602331.742
Mississippi State University,176080,2012,Football Bowl Subdivision,Southeastern Conference,4756497.001,380895.3619,27088689.12,533192.1839,28674766.78,12771972.85,0,4509024.811
Mississippi State University,176080,2013,Football Bowl Subdivision,Southeastern Conference,5992335.654,934171.5821,18740086.18,270524.1591,27747294.16,12712354.63,0,3332946.519
Mississippi State University,176080,2014,Football Bowl Subdivision,Southeastern Conference,5431119.035,1090170.867,15243012.14,1699671.522,28097699.91,13623316.03,0,2897105.251
Mississippi State University,176080,2015,Football Bowl Subdivision,Southeastern Conference,3770923.807,7322731.083,18263271.38,210200.7433,34884255.83,15993159.05,0,1889076.81
Mississippi State University,176080,2016,Football Bowl Subdivision,Southeastern Conference,4068130.172,7106799.574,24949688.84,321128.6982,48612945.59,17280171.87,0,0
Mississippi State University,176080,2017,Football Bowl Subdivision,Southeastern Conference,4475976.321,7160942.959,26434378.92,678387.962,50238050.62,16663651.6,0,0
Mississippi State University,176080,2018,Football Bowl Subdivision,Southeastern Conference,5075021.061,7709447.088,24621918.31,60294.86752,52123970.93,17358573.88,96184.2279,0
Mississippi State University,176080,2019,Football Bowl Subdivision,Southeastern Conference,4543958.521,7668520.955,29464217.97,389190.4905,53247932.02,18344981.23,,
Mississippi State University,176080,2020,Football Bowl Subdivision,Southeastern Conference,5666184,7697929,26927983,123118,52935683,16622785,,
Mississippi State University,176080,2021,Football Bowl Subdivision,Southeastern Conference,5380534,7136424,14067094,26500,81230645,5049218,0,0
New Mexico State University,188030,2005,Football Bowl Subdivision,Western Athletic Conference,542410.7776,942764.8713,1868111.922,1141044.154,479086.1402,1363788.96,8347046.768,2354167.576
New Mexico State University,188030,2006,Football Bowl Subdivision,Western Athletic Conference,409713.9857,947160.927,1868067.354,559111.718,965838.2113,2520709.283,14239577.91,2305047.505
New Mexico State University,188030,2007,Football Bowl Subdivision,Western Athletic Conference,714579.6129,1341165.204,2663569.5,139326.2608,1712170.569,3125778.088,9664362.415,1801169.417
New Mexico State University,188030,2008,Football Bowl Subdivision,Western Athletic Conference,408442.0729,2128698.931,3563581.626,1175115.272,1719566.864,2155532.998,16894796.03,2462598.724
New Mexico State University,188030,2009,Football Bowl Subdivision,Western Athletic Conference,371499.467,1684603.895,5426897.529,1399390.097,1756563.912,2010578.548,16967495.15,2830085.517
New Mexico State University,188030,2010,Football Bowl Subdivision,Western Athletic Conference,254573.3223,3147180.723,993393.209,1329333.618,2315536.556,2040516.421,17004986.37,3101762.616
New Mexico State University,188030,2011,Football Bowl Subdivision,Western Athletic Conference,282005.5763,2777594.65,1016239.721,867539.5333,2437366.126,2038066.673,18247273.11,3396889.012
New Mexico State University,188030,2012,Football Bowl Subdivision,Western Athletic Conference,329835.1649,2310165.044,1524457.326,2268039.48,2179724.593,1941911.861,18263240.24,3376493.049
New Mexico State University,188030,2013,Football Bowl Subdivision,Western Athletic Conference,509188.6825,2602059.122,951249.6001,1310958.964,4750803.077,1463713.458,18195892.67,3662763.797
New Mexico State University,188030,2014,Football Bowl Subdivision,Independent,514228.5294,2602006.111,1132574.649,2246076.505,1568154.97,1704813.064,18356530.06,3894551.258
New Mexico State University,188030,2015,Football Bowl Subdivision,Sun Belt Conference,542281.8834,2206234.244,1416510.597,1751978.972,1927830.184,1411956.065,16141977.9,4069562.828
New Mexico State University,188030,2016,Football Bowl Subdivision,Sun Belt Conference,686601.209,1134802.396,1430652.468,2246198.177,1705489.858,1565944.122,16054140.19,3757901.412
New Mexico State University,188030,2017,Football Bowl Subdivision,Sun Belt Conference,924470.1596,1246889.744,900324.8275,3133850.409,2304322.889,1289227.488,14128010.56,3646052.854
New Mexico State University,188030,2018,Football Bowl Subdivision,Sun Belt Conference,327155.8285,976281.0961,1464892.15,2376339.257,2861447.025,1686567.004,13994243.95,3440847.72
New Mexico State University,188030,2019,Football Bowl Subdivision,Sun Belt Conference,843928.7146,1254239.568,2214727.619,2891818.325,1971158.603,1590716.719,14184483.38,3405264.942
New Mexico State University,188030,2020,Football Bowl Subdivision,Sun Belt Conference,707353,849925,1818248,4209200,1537864,1804231,14416598,3418383
New Mexico State University,188030,2021,Football Bowl Subdivision,Sun Belt Conference,3954895,591677,1863966,22500,1496579,30535,14066279,3462847
North Carolina State University at Raleigh,199193,2005,Football Bowl Subdivision,Atlantic Coast Conference,1399509.871,381010.6785,7830237.257,545792.8272,16908878.86,17191782.27,0,3178511.678
North Carolina State University at Raleigh,199193,2006,Football Bowl Subdivision,Atlantic Coast Conference,2421603.361,198930.7938,9910418.891,64339.57232,17672132.29,21639960.07,3851515.853,3087248.008
North Carolina State University at Raleigh,199193,2007,Football Bowl Subdivision,Atlantic Coast Conference,5929511.412,199991.5203,11558749.7,314554.1325,16780907.51,21043287.01,0,3876421.582
North Carolina State University at Raleigh,199193,2008,Football Bowl Subdivision,Atlantic Coast Conference,5066598.303,197411.8454,7580354.012,241618.3951,15968801.35,21735008.72,0,4063861.528
North Carolina State University at Raleigh,199193,2009,Football Bowl Subdivision,Atlantic Coast Conference,4885001.81,253095.382,9413074.699,293751.2834,17447659.67,22072756.14,2222730.912,4438544.495
North Carolina State University at Raleigh,199193,2010,Football Bowl Subdivision,Atlantic Coast Conference,3310223.492,262359.4192,8313269.075,41541.67555,17762193.79,21837165.11,2190659.906,4985725.079
North Carolina State University at Raleigh,199193,2011,Football Bowl Subdivision,Atlantic Coast Conference,5016098.624,249346.2797,11623734.19,598303.1264,16082721.71,23944503.03,54684.90575,1198179.1
North Carolina State University at Raleigh,199193,2012,Football Bowl Subdivision,Atlantic Coast Conference,5406545.072,544003.6981,12073581.27,225451.2406,22436738.37,20558874.95,0,6117281.235
North Carolina State University at Raleigh,199193,2013,Football Bowl Subdivision,Atlantic Coast Conference,6801497.3,2354027.908,11743735.94,444392.8692,24450392.34,21920659.27,0,7256192.307
North Carolina State University at Raleigh,199193,2014,Football Bowl Subdivision,Atlantic Coast Conference,6475361.491,2362696.471,11833494.25,109324.7265,26053527.59,22906199.91,23113.43367,7311100.922
North Carolina State University at Raleigh,199193,2015,Football Bowl Subdivision,Atlantic Coast Conference,3443970.473,2443426.946,15217578.36,272987.9784,34520010.15,20689663.88,5298.150684,7306755.827
North Carolina State University at Raleigh,199193,2016,Football Bowl Subdivision,Atlantic Coast Conference,4180963.079,2394308.15,16303725.91,215669.5321,35785809.3,20507187.64,2182.575665,7120626.148
North Carolina State University at Raleigh,199193,2017,Football Bowl Subdivision,Atlantic Coast Conference,4200947.811,4721200.107,15920907.06,211171.35,34042417.03,22404707.96,1461.305742,6916291.447
North Carolina State University at Raleigh,199193,2018,Football Bowl Subdivision,Atlantic Coast Conference,4126093.221,5271841.03,15465627.34,516908.4146,37899365.54,20505989.67,3122.964933,6886835.449
North Carolina State University at Raleigh,199193,2019,Football Bowl Subdivision,Atlantic Coast Conference,3729086.882,5057556.988,15552655.27,303700.7532,39377312.23,22911557.36,4087.812138,6932426.255
North Carolina State University at Raleigh,199193,2020,Football Bowl Subdivision,Atlantic Coast Conference,5206409,5336599,15231888,300000,30314651,23450179,6514,6716957
North Carolina State University at Raleigh,199193,2021,Football Bowl Subdivision,Atlantic Coast Conference,1309148,5380945,25047366,0,36227784,1110410,2548234,6600523
Northern Illinois University,147703,2005,Football Bowl Subdivision,Mid-American Conference,1373027.309,308707.0573,1680640.091,462845.1459,1743776.542,1355186.242,6296665.963,7796638.318
Northern Illinois University,147703,2006,Football Bowl Subdivision,Mid-American Conference,2071309.278,945523.0186,1309247.068,1001314.524,1136627.263,1158094.328,6896665.509,7996012.55
Northern Illinois University,147703,2007,Football Bowl Subdivision,Mid-American Conference,1770185.835,761414.7011,1666723.738,1300344.316,1836373.267,1708518.246,7014371.168,8158082.717
Northern Illinois University,147703,2008,Football Bowl Subdivision,Mid-American Conference,1871881.417,908569.3232,1474036.895,1373678.711,1212771.679,2663385.654,9985178.292,8569491.037
Northern Illinois University,147703,2009,Football Bowl Subdivision,Mid-American Conference,942024.7779,662437.0836,1311911.327,1161916.011,2051364.738,1226351.893,8924149.513,9347598.49
Northern Illinois University,147703,2010,Football Bowl Subdivision,Mid-American Conference,1117868.686,434858.2597,1374839.556,1649797.972,1561671.461,1078306.768,9253790.413,9890976.81
Northern Illinois University,147703,2011,Football Bowl Subdivision,Mid-American Conference,1627093.406,425838.7985,1529752.939,1874472.189,2084683.692,994316.514,9159083.14,10089728.7
Northern Illinois University,147703,2012,Football Bowl Subdivision,Mid-American Conference,1079099.818,462636.6771,1334824.651,418493.8653,1968426.054,2056867.96,9122921.648,10052329.35
Northern Illinois University,147703,2013,Football Bowl Subdivision,Mid-American Conference,1851537.337,461418.9043,1450894.946,462168.584,2976760.079,2448143.652,9547220.86,9975452.616
Northern Illinois University,147703,2014,Football Bowl Subdivision,Mid-American Conference,1105616.264,688869.8713,1884879.635,1833102.351,2763545.42,1199859.645,10099529.74,9949984.274
Northern Illinois University,147703,2015,Football Bowl Subdivision,Mid-American Conference,1000671.285,1261546.241,1973255.383,2221849.156,2951918.378,1415821.575,8303040.741,11047911.93
Northern Illinois University,147703,2016,Football Bowl Subdivision,Mid-American Conference,1048001.879,1381384.92,2520737.943,1566261.156,3561211.877,1630557.636,8046690.63,11001664.08
Northern Illinois University,147703,2017,Football Bowl Subdivision,Mid-American Conference,955452.1642,1147102.835,1723033.625,1473976.023,3297796.455,883596.889,7610301.866,10145195.36
Northern Illinois University,147703,2018,Football Bowl Subdivision,Mid-American Conference,892150.6883,1065647.366,2075298.837,1534942.418,3978097.665,981831.3159,6723688.875,9398055.871
Northern Illinois University,147703,2019,Football Bowl Subdivision,Mid-American Conference,1786807.184,1086058.189,2349984.799,3285333.514,4120426.562,745202.6861,6512421.274,8517265.352
Northern Illinois University,147703,2020,Football Bowl Subdivision,Mid-American Conference,1125724,1112336,1559016,1926500,2959033,996307,5516662,6821635
Northern Illinois University,147703,2021,Football Bowl Subdivision,Mid-American Conference,1421278,166047,1486072,188850,2419888,91024,5215097,6137248
Ohio University,204857,2005,Football Bowl Subdivision,Mid-American Conference,798056.353,623117.4535,893206.978,709276.2265,1165059.091,773590.829,681074.81,13517010.48
Ohio University,204857,2006,Football Bowl Subdivision,Mid-American Conference,1143357.145,212463.7367,1010556.878,619452.133,1553932.586,1106934.643,15437124.6,0
Ohio University,204857,2007,Football Bowl Subdivision,Mid-American Conference,857263.6142,716001.3476,907449.9771,1817300.302,2094846.891,896854.995,2641001.489,15122360.93
Ohio University,204857,2008,Football Bowl Subdivision,Mid-American Conference,969490.805,669006.4756,825280.6856,895911.3922,1512668.19,968602.4667,17540199.64,0
Ohio University,204857,2009,Football Bowl Subdivision,Mid-American Conference,1163480.674,590156.5825,719913.8229,1539932.293,1168870.738,893870.0757,18162454.86,0
Ohio University,204857,2010,Football Bowl Subdivision,Mid-American Conference,849175.9412,984509.2249,748132.3434,1112486.071,1401703.964,1066389.054,2674945.638,19536753.29
Ohio University,204857,2011,Football Bowl Subdivision,Mid-American Conference,1144207.555,904445.6315,835949.1282,1035524.642,1884639.891,976235.1032,2636131.629,19888554.36
Ohio University,204857,2012,Football Bowl Subdivision,Mid-American Conference,786953.3367,1049394.362,2262730.103,844878.524,2779125.042,1295124.942,2647254.103,20654688.35
Ohio University,204857,2013,Football Bowl Subdivision,Mid-American Conference,801456.9847,1448441.897,2448930.227,1213748.024,2961989.571,1350588.809,2596309.789,17469531.41
Ohio University,204857,2014,Football Bowl Subdivision,Mid-American Conference,1611111.935,1483656.795,2555748.632,645015.8862,2246426.344,1588319.916,2631510.668,17543024
Ohio University,204857,2015,Football Bowl Subdivision,Mid-American Conference,1193955.509,1573479.776,3328685.466,764366.3394,2616732.818,1332373.518,2680961.43,17858743.6
Ohio University,204857,2016,Football Bowl Subdivision,Mid-American Conference,1336575.261,1656987.937,3592646.789,997471.5859,3526420.068,1419488.335,2700509.281,19150570.21
Ohio University,204857,2017,Football Bowl Subdivision,Mid-American Conference,1477652.516,1708807.011,2201342.012,1161442.425,5025995.331,1247804.116,2697069.924,18515099.58
Ohio University,204857,2018,Football Bowl Subdivision,Mid-American Conference,1376243.235,1676872.414,5019717.784,944104.2504,3792524.492,1081671.371,20440905.23,0
Ohio University,204857,2019,Football Bowl Subdivision,Mid-American Conference,1405585.801,4297729.086,3769429.478,1062142.767,3281149.53,1137167.989,20239051.47,
Ohio University,204857,2020,Football Bowl Subdivision,Mid-American Conference,900595,1645317,2243410,1148700,2471729,1093472,21513173,
Ohio University,204857,2021,Football Bowl Subdivision,Mid-American Conference,359761,693702,1974041,52000,3199315,48845,19993121,0
Oklahoma State University,207388,2005,Football Bowl Subdivision,Big 12 Conference,2584809.574,1690680.219,23876640.47,627053.4595,15079007.16,18530099.84,2895817.658,2636175.115
Oklahoma State University,207388,2006,Football Bowl Subdivision,Big 12 Conference,2501824.017,1881240.822,270919675.6,290658.4954,11082853.7,17381371.09,3187093.421,2628870.119
Oklahoma State University,207388,2007,Football Bowl Subdivision,Big 12 Conference,6933459.607,1972484.085,23611336.9,994477.8686,12171087.98,20347762.89,3250275.369,2519368.899
Oklahoma State University,207388,2008,Football Bowl Subdivision,Big 12 Conference,8909393.425,2065182.143,66022837.11,908491.1758,14295450.91,21070881.49,3256685.393,2325801.842
Oklahoma State University,207388,2009,Football Bowl Subdivision,Big 12 Conference,-17826386.51,2108600.999,35311310.97,695563.2288,17142251.23,24365554.27,3464991.217,2238657.419
Oklahoma State University,207388,2010,Football Bowl Subdivision,Big 12 Conference,5398375.158,1694322.34,61573532.03,296696.5813,22510212.66,28058785.9,4562561.394,2147257.163
Oklahoma State University,207388,2011,Football Bowl Subdivision,Big 12 Conference,7878403.792,1793368.749,31040807.27,561515.5382,20595052.55,26086683.65,4935440.459,2183599.306
Oklahoma State University,207388,2012,Football Bowl Subdivision,Big 12 Conference,2330826.523,2835918.464,29305732.66,440128.1663,30359229.11,26020035.59,4918588.553,2165863.85
Oklahoma State University,207388,2013,Football Bowl Subdivision,Big 12 Conference,8645397.745,2767577.69,29679785.43,387641.6778,28956464.93,25471884.9,5255234.534,2895421.742
Oklahoma State University,207388,2014,Football Bowl Subdivision,Big 12 Conference,17027935.09,2848653.626,40480049.11,2848736.713,31387858.17,25972073.02,4829742.3,3393089.671
Oklahoma State University,207388,2015,Football Bowl Subdivision,Big 12 Conference,6824398.08,4088285.435,23609873.07,4037950.82,34611680.6,23068662.39,5043844.911,3468150.656
Oklahoma State University,207388,2016,Football Bowl Subdivision,Big 12 Conference,3198014.679,4159492.099,19335958.66,542601.8975,40809341.48,23744638.57,5223740.364,3997923.269
Oklahoma State University,207388,2017,Football Bowl Subdivision,Big 12 Conference,7364550.151,4953405.179,16443294.3,121693.8256,43224371.17,20778283.12,0,3878251.591
Oklahoma State University,207388,2018,Football Bowl Subdivision,Big 12 Conference,3837606.501,4919779.814,22970617.1,594361.037,42115587.74,16702018.43,0,92210.95073
Oklahoma State University,207388,2019,Football Bowl Subdivision,Big 12 Conference,3260299.461,5692357.364,25041304.45,226734.8836,48119290.83,14082817.53,,88721.11336
Oklahoma State University,207388,2020,Football Bowl Subdivision,Big 12 Conference,2369108,5111755,26274941,685480,45599209,13482554,,85011
Oklahoma State University,207388,2021,Football Bowl Subdivision,Big 12 Conference,-4617051,4533997,21292146,0,38887857,4149296,200000,52415
Old Dominion University,232982,2005,No Football Subdivision,,851811.3274,120303.9561,740155.9824,0,659735.5615,1042642.679,1581.028659,12916586.69
Old Dominion University,232982,2006,No Football Subdivision,,847699.3817,103540.3007,1499605.671,6419.193088,676980.9415,1155683.279,977.001188,15011719.54
